WORD,Val,Val_sd,joy,joy_sd,anger,anger_sd,sadness,sadness_sd,fear,fear_sd,disgust,disgust_sd
glas,"0,64","0,95","2,0455","1,21409471","1,5","0,8591","1,1364","0,4676","1,6818","1,0414","1,1364","0,4676"
glaube,"0,8","1,13529242","2,3636","1,13580073","1,5909","0,7964","1,3182","0,6463","1,5","0,74","1,4545","0,7385"
globus,"0,86","1,32","1,7143","1,05559733",1,0,1,0,"1,1905","0,5118","1,1905","0,8729"
glocke,"0,64","1,33","2,375","1,09594113","1,1667","0,637","1,0833","0,2823","1,125","0,3378","1,2083","0,833"
glÃ¼ck,"2,61764706","0,65202277","4,2857","0,90237781","1,3333","0,6583","1,2381","0,4364","1,4762","0,8729","1,2381","0,8891"
glut,"0,5","0,70710678","2,1","1,41048704","1,55","0,9987","1,4","0,9947","2,8","1,2397","1,4","0,9947"
gnade,1,"1,07605517","2,9","1,37266548","1,75","0,9665","1,9","1,1192","1,95","1,099","1,45","1,099"
gold,"1,4","0,6992059","3,15","1,30887658","1,4","0,8208","1,25","0,7164","1,35","0,8127","1,2","0,6156"
gott,"1,5","1,1785113","2,75","1,74340864","1,9","1,4105","1,5",1,"1,65","1,04","1,4","1,2312"
grab,"-2,3","0,8232726","1,15","0,36634755","1,9","1,1653","3,9","1,1653","3,45","1,191","2,45","1,6694"
granate,"-2,5","0,70710678","1,15","0,48936048","2,95","1,1459","1,95","1,1459","2,95","1,3945","1,5","0,8885"
gras,"0,77","1,27","3,4","1,23117402","1,05","0,2236","1,3","0,7327","1,15","0,3663","1,2","0,4104"
grenze,"-0,2","0,63245553","1,2727","0,6310851","1,8182","1,1396","1,4545","0,9625","1,4545","0,9625","1,0455","0,2132"
greuel,"-2,15","0,67082039",1,0,"2,3478","1,3688","1,7391","1,1762","2,9565","1,4917","2,3913","1,4997"
grube,"-0,95","0,82557795","1,1429","0,35856858","1,8095","0,9808","1,5238","0,7496","2,7143","1,2306","2,0476","1,322"
grund,"0,5","1,02247472","1,619","1,11696869","1,4762","0,8729","1,2857","0,5606","1,3333","0,7303","1,1429","0,6547"
grÃ¼ndung,"0,70588235","0,90551883","2,25","1,01954582","1,15","0,4894","1,1","0,3078","1,45","0,8256","1,05","0,2236"
gruppe,"0,5","0,82717019","1,9167","1,13890362","1,4583","0,9315","1,1667","0,8165","1,5","0,978","1,25","0,8969"
gruß,"1,44117647","1,13327566","3,1818","1,40191582","1,3636","0,5811","1,6364","0,7895","1,3636","0,7267","1,1364","0,3513"
gummi,"0,45","0,75915465","2,25","0,85069631","1,45","0,9987","1,15","0,4894","1,3","0,8013","1,85","1,3485"
gurgel,"-1,45","0,94451324","1,1364","0,63960215","1,5","0,8591","1,0909","0,2942","1,6364","1,0022","2,3182","1,3934"
gurke,"0,8","0,89442719","2,1905","1,40068011","1,5238","1,0305","1,2381","0,7003","1,1905","0,5118","1,5714","0,9258"
gurt,"0,5","1,19","1,4286","0,9258201","1,5714","0,7464","1,4286","0,9258","2,3333","1,1106","1,2857","0,9024"
gÃ¼rtel,"-0,05","1,29","1,625","1,01349589","1,1667","0,3807","1,0833","0,2823","1,25","0,4423","1,125","0,4484"
habgier,"-1,7","0,67494856","1,2","0,89442719","3,25","1,4096","1,4","0,9403","1,85","1,1367","1,55","0,8256"
hafen,"1,15","0,67082039","2,6","1,31389337","1,25","0,5501","1,75","0,8507","1,4","0,7539","1,35","0,8127"
hafer,"0,75","0,7163504","2,15","1,08942283","1,15","0,3663","1,35","0,8127","1,15","0,3663","1,45","0,887"
haftung,"-0,9","0,31622777","1,3","0,65694669","2,05","1,191","1,2","0,4104","1,75","1,0699","1,3","0,9787"
hagel,"-1,1","0,96790604","1,7143","1,27054544","2,0952","1,136","1,4286","0,8701","2,0476","1,117","1,2857","0,9562"
hahn,"0,41","1,22","2,4091","1,40268759","1,8636","1,2069","1,2727","0,8827","1,4091","0,7964","1,4091","0,5903"
halle,"0,2","0,7677719","2,1","1,29370948","1,45","0,7592","1,4","0,8826","1,35","0,4894","1,2","0,5231"
halunke,"-1,4","0,6992059","1,3","0,80131471","2,25","1,2513","1,3","0,7327","1,75","1,1642","1,4","0,9947"
hammer,"-0,32","1,36","1,2273","0,52841345","1,2727","0,7025",1,0,"1,5455","1,1843","1,1364","0,4676"
hamster,"0,86","1,36","3,2","1,39924792",1,0,"1,05","0,2236",1,0,"1,4","0,9947"
hand,"1,20588235","1,12221134","2,4762","1,40068011","1,2381","0,539","1,2857","0,7838","1,6667","1,0646","1,381","0,8047"
handikap,"-1,3","1,05934991",1,0,"2,55","1,2763","2,1","1,2096",2,"1,2978","1,1","0,3078"
hanf,"-0,3","1,25166556",2,"1,09544512","1,7619","0,9437","1,2381","0,4364","1,5238","0,7496","1,7143","1,0071"
hantel,"-0,27","1,28","1,5","0,91287093","1,2273","0,7516","1,0455","0,2132","1,1364","0,3513","1,1818","0,8528"
harfe,"1,45","1,31689427",3,"1,34164079","1,1429","0,3586","1,4762","0,9284","1,1429","0,4781","1,1429","0,4781"
harmonie,"2,5","0,70710678",4,"1,12390297",1,0,"1,1","0,3078","1,1","0,4472",1,0
hase,"1,64","1,36","3,2381","1,13599128","1,0952","0,4364","1,381","0,8047","1,2381","0,539","1,0952","0,3008"
haube,"-0,1","1,02083557","1,6","0,99472292","1,4","0,9403","1,4","0,7539","1,5","0,8885","1,35","0,9881"
haus,"1,26470588","0,9312365","3,2","1,43636969","1,3","0,7327","1,15","0,6708","1,6","0,9947","1,2","0,5231"
hausfrau,0,"1,24721913","1,3","0,65694669","1,8","1,2397","1,2","0,8944","1,1","0,3078","1,3","0,9234"
haushalt,"-0,1","0,99442893","1,45","0,88704121","1,85","1,268","1,1","0,4472","1,05","0,2236","1,15","0,4894"
haustier,"1,2","0,91893658","3,75","1,2513151","1,15","0,3663","1,15","0,3663","1,1","0,4472","1,15","0,3663"
hebel,"0,35","0,58714295","1,4","0,75393703","1,25","0,7164","1,1","0,3078","1,3","0,6569","1,3","0,7327"
hefe,"0,32","0,72","2,4","1,53554379","1,05","0,2236",1,0,1,0,"1,7","0,8645"
hehlerei,"-1,4","0,6992059","1,1","0,4472136","2,7","1,4179","1,35","0,6708","1,45","0,6048","1,45","0,887"
heide,1,"1,3764944","2,55","1,19097483","1,3","0,5712","1,5","0,8885","1,3","0,6569","1,1","0,3078"
heilung,"2,6","0,51639778",4,"1,33771211","1,05","0,2236","1,3","0,8013","1,4","0,8208",1,0
heimat,"1,7","0,86450473","3,2273","1,26986382","1,1818","0,6645","1,5909","1,0538","1,1818","0,5011","1,2273","0,6853"
heimkehr,"1,2","0,91893658","3,45","0,94451324","1,15","0,3663","1,4","0,6806","1,4","0,8208",1,0
heirat,"1,05","1,66938375","2,9583","1,45898019","1,3333","0,5647","1,2083","0,509","1,5833","0,8805","1,1667","0,4815"
heizung,"1,14","1,25","2,45","1,43178211","1,1","0,3078","1,05","0,2236","1,05","0,2236",1,0
held,"2,1","0,87559504","3,1364","1,32000918","1,3182","0,5679","1,2727","0,6311","1,5455","0,9117","1,2273","0,5284"
helfer,"1,9","1,07115285","3,2273","1,50970884",1,0,"1,0455","0,2132","1,0909","0,2942","1,0455","0,2132"
hemd,"0,68","0,99","1,55","0,82557795","1,2","0,5231","1,1","0,3078","1,1","0,3078","1,2","0,5231"
hemmnis,"-1,7","0,8232726","1,2","0,89442719","2,45","1,0501","1,5","0,8272","2,05","1,1459","1,15","0,3663"
henker,"-2,35","0,67082039","1,2174","0,85048231","2,4348","1,273","2,0435","1,2961","3,2174","1,5062","2,3043","1,4596"
henne,"0,25","0,96654567","2,0476","0,92066229","1,4286","0,9258","1,4286","0,8106","1,4286","0,8701","1,6667","0,7958"
herbst,"1,1","0,73786479","2,9565","1,58051375","1,3478","0,7751","1,7391","1,0962","1,2174","0,5184","1,1304","0,4577"
herd,"0,91","0,87","2,0909","1,41114917","1,2727","0,4558","1,2273","0,6853","1,7273","1,032","1,2273","0,4289"
herde,"0,35","1,03998988","1,75","0,96654567","1,7","1,2183","1,45","1,099","1,55","0,9987","1,7","1,0809"
hering,"-0,05","1,09904265","1,4091","0,73413966","1,0909","0,2942","1,0909","0,2942","1,1818","0,5011","2,0455","1,2902"
herr,"-0,2941176","1,60547193","1,8571","1,15263673","1,8571","1,1526","1,381","0,8047","1,9048","1,2611","1,4286","0,6761"
herz,"2,3","1,05934991","3,3333","1,2780193","1,5714","1,1212","1,7619","1,0443","1,7619","1,1792","1,5714","0,9258"
hetzer,"-1,95","0,99868334","1,0909","0,42640143","2,7273","1,2414","1,3182","0,6463","2,2273","1,4452","1,3182","0,5679"
hexe,"-0,7","0,8232726","1,7619","0,94365046","1,8571","1,1952","1,4286","0,9783","1,9524","1,0713","1,5238","0,8136"
hilfe,"1,3","1,12857619","2,9","1,29370948","1,85","1,04","1,65","0,8127","2,1","1,3338","1,35","0,7452"
himbeere,"1,95","0,9","3,85","1,26802789",1,0,1,0,1,0,1,0
himmel,"2,25","0,91046547","3,8261","1,15412989","1,087","0,2881","1,4348","0,8435","1,4348","0,9451",1,0
hinweis,"0,5","0,84983659",2,"1,07605517","1,05","0,2236","1,05","0,2236","1,05","0,2236",1,0
hirsch,"0,68","1,49","2,6818","1,55491123","1,0455","0,2132","1,0455","0,2132","1,3182","0,6463","1,1364","0,3513"
hirse,"0,4","0,94032469","1,55","0,88704121","1,55","1,0501","1,25","0,5501","1,25","0,5501","1,75","1,1642"
hirte,"0,85","1,13670808","2,05","1,09904265","1,4","0,8208","1,45","0,9445","1,35","0,6708","1,25","0,7164"
hitze,"-0,75","1,48235233","2,381","1,35927151","2,1429","1,1952","1,2857","0,9024","1,5714","0,8106","1,8095","1,0305"
hobby,"2,2","0,63245553","3,8","1,36111409","1,25","0,5501","1,45","0,9987","1,35","0,6708","1,25","0,9105"
hobel,"0,3","0,65694669","1,5",1,"1,55","0,9445","1,2","0,5231","1,45","0,8256","1,55","1,099"
hochmut,"-1,4","0,51639778","1,3","0,97872097","2,65","1,268","1,15","0,3663","1,4","0,5026","1,4","0,5982"
hochzeit,1,"1,33333333",4,"1,12390297","1,1","0,4472","1,15","0,3663","1,25","0,4443",1,0
hocker,"0,14","0,71","1,2273","0,52841345","1,0909","0,2942",1,0,"1,1364","0,3513","1,0909","0,4264"
hoffnung,"2,2","1,13529242","3,85","1,13670808",1,0,"1,55","0,887","1,55","0,7592",1,0
hÃ¶he,"0,5","1,39805059","2,2174","1,41281543","1,2174","0,4217","1,2174","0,4217","2,8696","1,2542","1,2609","0,6887"
honig,"1,8","0,7677719","3,619","1,20317042","1,2857","0,6437","1,1905","0,5118","1,1429","0,3586","1,1905","0,4024"
horde,"-1,2","0,83350875","1,9091","1,06498786","1,9545","1,1329","1,4545","1,0108","2,4091","1,1406","2,0455","1,2141"
hormon,"0,15","0,87509398","1,7143","1,05559733","1,381","0,669","1,0476","0,2182","1,3333","0,5774","1,3333","0,5774"
hornisse,"-1,86","0,99","1,25","0,7163504","1,8","1,1517","1,1","0,3078","3,3","1,3018","2,3","1,3803"
horoskop,"-0,1","1,44913767","1,45","0,99868334","1,25","0,5501","1,05","0,2236","1,25","0,5501","1,2","0,5231"
horror,"-2,15","0,8127277","1,6087","1,26990087","1,6522","1,1123","1,4348","0,8958","2,9565","1,461","1,7391","0,9638"
hose,"0,77","1,15","2,05","1,31689427","1,35","0,6708","1,25","0,7864","1,25","0,5501","1,2","0,6959"
hotel,"1,15","0,98808693","2,95","1,09904265","1,75","1,0699","1,2","0,4104","1,3","0,6569","1,55","0,8256"
huhn,"-0,09","1,2","2,45","1,14593102","1,45","0,9445","1,55","1,191","1,35","0,8127","1,65","0,8751"
hummer,"-0,09","1,54","1,6818","0,8937009","1,2727","0,5505","1,1364","0,3513","1,3182","0,7799","1,6364","1,0486"
humor,"2,15","0,74515982","3,8571","1,45896245","1,2381","0,4364","1,3333","0,6583","1,2857","0,5606","1,3333","0,9129"
hunger,"-0,6","1,56944509","1,125","0,4484272","1,75","0,9441","1,25","0,6079","1,7083","0,7506","1,0833","0,2823"
hupe,"-0,82","1,22","1,8571","1,10840941","2,381","1,322","1,2381","0,6249","1,4286","0,7464","1,2381","0,8891"
hure,"-1,3","1,49443412","1,25","0,91046547","2,8","1,3219","2,05","1,4318","2,05","1,191","2,85","1,387"
hypnose,0,"1,05409255","1,4","0,68055705","1,25","0,5501","1,4","0,8208","2,05","1,1459","1,2","0,6156"
hypothek,"-1,6","0,84327404","1,15","0,67082039",2,"1,4142","1,4","0,9403","1,85","1,1367","1,1","0,4472"
idiot,-2,"0,81649658","1,95","1,27630222","3,05","1,2763","1,5","0,6882","1,5","0,7609","1,6","1,1425"
idylle,"2,5","0,70710678","3,6364","1,43246223","1,0455","0,2132","1,1818","0,5011",1,0,1,0
igel,"0,73","1,08","3,4","1,14248114","1,25","0,5501","1,4","0,7539","1,4","0,9947","1,45","0,6048"
iglu,"0,64","1,36","2,5714","1,20712172","1,1429","0,4781","1,2857","0,9562","1,7619","0,9952","1,381","0,8047"
imker,1,"0,85839508","2,2381","1,13599128","1,3333","0,8563","1,381","1,0713","1,5714","0,8701","1,619","1,117"
impfung,"-0,1","1,10050493","1,3","0,65694669","1,6","1,2312","1,1","0,3078","2,3","1,3416","2,05","1,2344"
import,"0,55","0,75915465","1,7917","1,17876747","1,375","0,6469","1,1667","0,4815","1,25","0,6079","1,0833","0,4082"
impuls,1,"0,66666667","2,0476","1,32197543","1,4286","0,6761","1,0952","0,3008","1,2857","0,4629","1,3333","0,7958"
inferno,"-1,8","1,13529242","1,35","0,933302","2,1","1,1192",2,"1,2566","3,05","1,3169","1,35","0,9881"
inhalt,0,"0,47140452",2,"1,27241802","1,1818","0,5011","1,0909","0,4264","1,2727","0,6311","1,1818","0,5885"
insekt,"-0,45","1,31689427","1,1739","0,49102619","1,913","1,1246","1,087","0,2881","1,8696","1,1403","3,0435","1,3644"
insel,"2,05","0,75915465","3,55","1,14593102","1,2","0,5231","1,3","0,6569","1,55","0,887","1,35","0,8127"
instinkt,"0,7","0,8232726",2,"1,1697953","1,2","0,5231","1,1","0,3078","1,35","0,4894","1,35","0,7452"
intrige,"-2,2","0,42163702","1,3","0,97872097","3,45","1,3563","1,8","1,0563","2,4","1,3917","1,5","0,7609"
irrlehre,"-1,6","0,96609178","1,05","0,2236068","2,55","1,2763","1,5",1,"1,4","0,8208","1,2","0,8944"
irrsinn,"-2,1","0,99442893","1,5","1,14707867","2,45","1,3169","1,45","0,7592","2,05","1,2763","1,35","0,7452"
irrtum,"-1,0588235","1,15315579","1,3478","0,93462173","2,5652","1,4086","1,5652","1,0798",2,"1,1677","1,0435","0,2085"
islam,"-0,05","1,23437604","1,5714","1,02817453","2,3333","0,9661","1,8095","0,9808","2,0952","1,0911","1,619","1,0713"
jacke,"0,68","1,09","2,1905","1,20909254","1,381","0,8047","1,2381","0,7003","1,381","1,0713","1,1905","0,6796"
japan,"0,25","1,11803399","2,5238","1,53684897","1,619","1,1609","1,5238","0,9808","1,5238","0,8136","1,3333","0,6583"
jauche,"-1,9","0,91190951","1,0435","0,20851441","1,3913","0,7827","1,0435","0,2085","1,2174","0,4217","3,7826","1,3469"
jawort,1,"1,63299316","2,9545","1,49530289","1,0909","0,2942","1,1364","0,3513","1,5455","0,9117","1,2273","0,8691"
jazz,"0,8","1,03279556","3,1","1,44732057","1,05","0,2236","1,55","0,887",1,0,"1,05","0,2236"
jubel,2,"0,85839508","3,6087","1,69863931","1,6522","0,8847","1,2609","0,7518","1,2609","0,7518","1,3478","0,5728"
jugend,"1,55","0,75915465","2,9545","1,55769282","1,4091","0,6661","1,6818","1,2105","1,6364","1,0022","1,1364","0,3513"
junge,"0,8","0,83350875","2,6","1,23117402","1,9","1,0712","1,2","0,4104","1,2","0,5231","1,3","0,6569"
jungfrau,"0,3","0,48304589","1,7","0,97872097","1,4","1,0463","1,4","0,9947","1,3","0,6569","1,15","0,4894"
justiz,"0,1","0,87559504","1,4091","0,95912117","2,5455","1,2239","1,2727","0,7673","1,8182","1,0065","1,3636","0,7895"
juwel,"1,5","1,14707867","3,5","1,39548143","1,4","0,8208","1,35","0,7452","1,45","0,8256","1,3","0,9234"
kabel,"-0,3","0,7326951","1,75","1,33278497","1,75","1,0195","1,3","0,6569","1,55","0,6048","1,15","0,4894"
kÃ¤fer,"-0,68","1,21","2,05","1,14593102","1,3","0,8013","1,3","0,9234","1,35","0,6708","2,65","1,4244"
kaffee,"1,4","0,96609178","3,0909","1,30599682","1,2273","0,7516","1,0909","0,4264","1,1364","0,4676","1,4545","1,0108"
kÃ¤fig,"-1,86","1,25","1,5","1,14707867","2,75","1,4096","2,55","1,4318","2,5","1,3179","2,35","1,4244"
kakao,"1,65","0,8127277","3,5238","1,28914885","1,1429","0,3586","1,1429","0,3586","1,0476","0,2182","1,1905","0,8729"
kaktee,"0,27","0,98","2,0455","1,3965015","1,1818","0,5885","1,0909","0,4264","1,3636","0,7895","1,4091","0,7964"
kaktus,"0,5","1,19207912","2,0476","1,24403338","1,1905","0,5118","1,0952","0,4364","1,4762","0,8729","1,2857","0,5606"
kalorie,"-0,8","0,91893658","1,2","0,52314836","1,95","1,099","1,15","0,3663","1,3","0,7327","1,5","1,1002"
kamel,"1,1","0,78806893","2,25","1,37170658","1,6","0,9947","1,45","0,9987","1,5","0,7609","1,95","1,099"
kamera,"1,5","1,06","2,6522","1,3351437","1,1739","0,3876",1,0,"1,2609","0,6887","1,0435","0,2085"
kamerad,"1,5","0,84983659","3,15","1,26802789","1,25","0,7164","1,15","0,4894","1,1","0,3078","1,05","0,2236"
kamin,"1,65","0,87509398","3,7","1,03109548","1,15","0,3663","1,25","0,5501","1,25","0,6387","1,1","0,3078"
kamm,"0,23","1,07","1,7619","1,17918454","1,3333","0,5774","1,0952","0,4364","1,1905","0,5118","1,4762","0,6796"
kammer,"-0,8235294","1,14072248","1,2174","0,59973644","1,3043","0,635","1,2609","0,5408","1,7826","0,9514","1,3913","0,6564"
kampf,"-1,6","1,6465452","2,1","1,44732057",3,"1,5894","2,25","1,5174","2,7","1,3416","1,6","1,1877"
kanal,"-0,6","0,82078268","1,5238","0,92838826","1,2381","0,7003","1,4286","0,8701","1,6667","0,9661","2,2857","1,4193"
kÃ¤nguruh,"1,18","1,26","3,2","1,39924792",1,0,1,0,"1,15","0,4894","1,05","0,2236"
kanne,"0,6","0,59824304","2,2083","1,3824731","1,2083","0,833","1,2083","0,833","1,2083","0,833","1,2083","0,833"
kanon,"0,7","1,26074331","2,32","1,40593978","1,36","0,9522","1,48","0,9626","1,36","0,9074","1,24","0,8794"
kanone,"-1,77","1,48","1,4167","0,92861124","1,9583","1,3015","1,375","0,7697","2,0833","1,2482","1,25","0,6757"
kante,"-0,5","0,82717019","1,5217","1,20111937","1,6957","1,1051","1,2609","0,9154","1,6522","1,2288","1,2609","0,9154"
kanzel,"-0,85","0,87509398","1,3636","0,90213791","1,4091","0,7964","1,0909","0,2942","1,2273","0,5284","1,1818","0,5011"
kanzler,"-1,0294118","1,19304282","1,25","0,63866637","2,05","0,9445","1,2","0,5231","1,4","0,6806","1,05","0,2236"
kappe,"-0,1","1,07115285","1,9091","1,41114917","1,3636","0,9535","1,2273","0,8691","1,3182","0,9455","1,1818","0,8528"
karaffe,"0,41","1,14","1,9","1,29370948",1,0,"1,05","0,2236","1,05","0,2236","1,05","0,2236"
kargheit,"-1,4","0,6992059","1,15","0,48936048","1,75","0,9665","1,85","1,0894","1,4","0,5982","1,05","0,2236"
karriere,"1,9","0,56764621","2,6","1,23117402","1,75","0,9105","1,05","0,2236","1,95","0,9987","1,1","0,4472"
karte,"0,8","0,83350875","2,2174","1,31275289","1,6087","1,1176","1,3913","1,0762","1,3478","0,9821","1,3478","0,9346"
kartei,"-0,5","0,88852332","1,3333","0,96609178","1,4762","0,9808","1,0952","0,4364","1,2381","0,6249","1,0952","0,4364"
karton,0,"0,97332853","1,6667","1,23827837","1,1429","0,3586","1,0952","0,3008","1,0952","0,3008","1,0952","0,3008"
kÃ¤se,"0,95","1,59","2,85","1,34848843","1,25","0,4443","1,05","0,2236","1,2","0,6156","1,9","1,1653"
kasino,"0,5","1,08012345","1,6818","1,08611863","1,6818","1,0861","1,0455","0,2132","1,3636","0,9021","1,2727","0,6311"
kasperl,"1,23","1,34","2,4286","1,28730061","1,1429","0,3586","1,0476","0,2182",1,0,"1,2857","0,9024"
kasse,"-0,15","1,03998988","1,9583","1,26762931","2,0417","1,3667","1,25","0,8969","1,6667","1,274","1,25","0,847"
kassette,"0,41","1,05","1,9","1,07115285",1,0,"1,1","0,3078",1,0,1,0
kastanie,"0,91","1,23","2,95","1,31689427",1,0,"1,2","0,5231",1,0,1,0
kater,1,"1,58943883","3,55","1,23437604","1,8","1,0563","1,4","0,9947","1,5","1,1002","1,9","1,3727"
katze,"1,45","1,46808145","3,8261","1,43502214","1,6522","1,1123","1,5217","1,1627","1,5652","1,273","1,5217","1,2011"
kauf,"0,55882353","0,99059751","2,5","1,30018314",2,"1,1547","1,4091","0,7964","1,8636","1,0821","1,5","1,0118"
kegel,"0,35","0,67082039",2,"1,38169856","1,3043","0,8757","1,2609","0,9154","1,2174","0,8505","1,3478","1,1524"
kehle,"-0,15","0,98808693","1,3478","0,8316848","1,4783","0,9941","1,5217","1,0816",2,"1,2792","1,7826","1,2416"
keks,"1,91","1,34","3,5","1,10023921","1,15","0,3663","1,1","0,3078","1,25","0,7864","1,1","0,3078"
keller,0,"0,81649658","1,2727","0,6310851","1,2273","0,5284","1,2273","0,5284","2,1818","1,1807","2,0909","1,377"
kenntnis,"1,14705882","0,89213238","2,3","0,97872097",1,0,"1,05","0,2236","1,3","0,6569",1,0
kerbe,"-0,2","0,61558701","1,3043","1,01957133","1,3478","0,8847","1,3478","1,0273","1,6087","1,0331","1,4348","0,9921"
kerker,"-1,9","0,85224163","1,1304","0,34435022","2,3478","1,465","2,1739","1,435","3,087","1,593","2,2174","1,4446"
kerze,"1,5",1,"3,5455","1,05682691","1,5","1,1019","2,3182","1,3233","1,5909","1,098","1,2273","0,8691"
kette,"0,45","1,46808145","3,2381","1,44584791","1,0952","0,4364","1,1905","0,5118","1,3333","0,7958",1,0
ketzer,"-1,45","1,43178211","1,619","1,24403338","2,3333","1,4944","1,8095","1,2091","2,3333","1,4259",2,"1,4142"
keule,"-1,3","0,97872097","1,4545","1,10096377","1,5909","1,1406","1,5455","1,1434",2,"1,3093","1,8182","1,4019"
kiefer,"0,6","1,39170475","1,6087","1,07615183","1,087","0,417","1,1304","0,4577","1,4348","1,0798","1,5652","0,8435"
kiesel,"0,5","0,9459053","1,9091","1,37699088","1,3182","0,9455","1,0909","0,4264","1,0909","0,4264","1,3636","1,0022"
killer,"-2,4","0,68055705","1,1364","0,35125009","2,9545","1,4302","2,3182","1,6442","3,3182","1,5852","1,9091","1,4111"
kind,"1,8","1,54919334","3,7619","1,33808676","1,7619","0,9437","1,5238","0,9808","2,0952","1,136","1,381","0,669"
kiosk,"0,8","0,7677719","2,125","1,11560083","1,3333","0,8681","1,2083","0,833","1,2083","0,833","1,4167","0,9286"
kirche,"0,05","1,50350468","1,7143","1,14642301","1,7619","0,7684","1,6667","1,278","1,3333","0,9661","1,2857","0,9024"
kirsche,"2,18","0,91","3,619","1,11696869",1,0,1,0,1,0,1,0
kissen,"1,65","0,87509398","3,4545","1,26217019","1,1364","0,4676",1,0,"1,0909","0,2942","1,0455","0,2132"
kiste,"0,45","0,75915465","2,087","1,2399796","1,3043","0,9261","1,5217","0,9941","1,5652","1,3082","1,2609","0,6887"
kitsch,"-1,2","0,63245553","1,8636","1,16682126","1,9545","1,2902","1,0909","0,2942","1,0909","0,2942","1,5455","1,0568"
klage,"-1,55","0,68633274","1,4091","1,18156841","2,8182","1,296","2,0909","1,1088","2,0909","1,065","1,3182","0,9455"
klang,"1,3","0,8232726","3,3913","1,19617308","1,3043","0,7648","1,3913","0,8913","1,3478","1,0273","1,1739","0,8341"
klarheit,"2,2","0,63245553","3,15","1,22581874","1,05","0,2236","1,05","0,2236","1,45","0,9445",1,0
klasse,"0,47058824","1,30813988","1,9091","1,01929438","1,2273","0,6119","1,1818","0,5011","1,1818","0,5011","1,0455","0,2132"
klassik,"0,7","1,05934991","3,1","1,55258698",1,0,"1,6","1,2732","1,05","0,2236",1,0
klaue,"-1,2","1,1050125","1,7083","1,39810949","1,5","0,978","1,2917","0,8587","2,4167","1,1765","2,0417","1,3345"
klavier,"1,91","1,02","3,4286","1,20712172",1,0,"1,4762","0,8729","1,0476","0,2182","1,1429","0,4781"
klee,"1,8","0,91893658","3,7273","1,12045136","1,0909","0,2942","1,2273","0,5284","1,0909","0,4264","1,0455","0,2132"
klette,"-0,9","1,07115285","1,2273","0,86914398","2,5909","1,3331","1,0909","0,2942","1,2727","0,6311","1,8636","0,9409"
klient,"-0,2","1,13529242","1,3182","0,71623112","1,4545","0,8579","1,0909","0,4264","1,1364","0,4676","1,1364","0,4676"
klima,"0,25","1,44641117","1,75","0,94408916",2,"1,2511","1,7083","1,1221","2,125","1,4238","1,1667","0,8165"
klinge,"-1,3","0,97872097","1,7143","1,14642301","1,9524","1,244","1,6667","1,0646","2,8571","1,1526","1,6667","1,1547"
